email,gender,city,state,last,phone,registered,username,dob,current_ts
molly.johnson@example.com,female,invercargill,hawke's bay,johnson,(127)-939-2145,1166060369,whitefish417,109668902,2023-01-28T17:12:20.221+05:30
poppy.evans@example.com,female,hamilton,bay of plenty,evans,(279)-959-8618,1278248211,organicpeacock280,1080902705,2023-01-28T17:12:20.221+05:30
evelyn.edwards@example.com,female,nelson,taranaki,edwards,(520)-732-9377,1215935642,beautifulpeacock197,769503351,2023-01-28T17:12:20.221+05:30
lucas.green@example.com,male,hamilton,nelson,green,(493)-029-1567,1064572819,greenmouse180,129153475,2023-01-28T17:12:20.221+05:30
isabelle.johnson@example.com,female,nelson,waikato,johnson,(549)-846-1126,1236174976,redcat427,827929826,2023-01-28T17:12:20.221+05:30
savannah.edwards@example.com,female,upper hutt,bay of plenty,edwards,(797)-256-9833,1430709083,silverduck826,729287828,2023-01-28T17:12:20.221+05:30
riley.li@example.com,male,new plymouth,otago,li,(220)-378-7936,1413056219,crazykoala289,1390959776,2023-01-28T17:12:20.221+05:30
benjamin.zhang@example.com,male,porirua,otago,zhang,(063)-895-6710,1416119783,whiteswan461,1020018553,2023-01-28T17:12:20.221+05:30
alexis.johnson@example.com,female,greymouth,marlborough,johnson,(654)-396-8005,1354210426,organicelephant893,289562290,2023-01-28T17:12:20.221+05:30
patrick.lewis@example.com,male,auckland,auckland,lewis,(356)-484-7287,996424072,tinybutterfly246,635481477,2023-01-28T17:12:20.221+05:30
tyler.patel@example.com,male,taupo,gisborne,patel,(498)-983-6140,1302980732,yellowlion112,116095268,2023-01-28T17:12:20.221+05:30
archie.kumar@example.com,male,upper hutt,southland,kumar,(805)-715-3295,981367510,greenlion175,536079273,2023-01-28T17:12:20.221+05:30
harriet.thomas@example.com,female,hamilton,gisborne,thomas,(332)-725-9108,1389167387,yellowsnake935,1037527020,2023-01-28T17:12:20.221+05:30
austin.jones@example.com,male,greymouth,marlborough,jones,(511)-698-3455,1059070109,purpleduck792,720802074,2023-01-28T17:12:20.221+05:30
alexander.singh@example.com,male,blenheim,nelson,singh,(414)-049-7448,928362085,lazyswan342,376390985,2023-01-28T17:12:20.221+05:30
jackson.moore@example.com,male,taupo,auckland,moore,(897)-580-9072,915846625,bluekoala539,16640974,2023-01-28T17:12:20.221+05:30
henry.patel@example.com,male,taupo,canterbury,patel,(598)-284-7282,1027089278,greenleopard881,231574852,2023-01-28T17:12:20.221+05:30
hazel.walker@example.com,female,rotorua,canterbury,walker,(353)-014-3990,1036262417,goldenlion136,1374770418,2023-01-28T17:12:20.221+05:30
patrick.wright@example.com,male,napier,wellington,wright,(235)-292-4828,1201031622,orangebutterfly879,484436720,2023-01-28T17:12:20.221+05:30
zoe.patel@example.com,female,whangarei,manawatu-wanganui,patel,(246)-146-3211,1357638513,heavymeercat995,1347089715,2023-01-28T17:12:20.221+05:30
holly.harris@example.com,female,auckland,otago,harris,(489)-298-5117,954671362,goldenwolf292,243092064,2023-01-28T17:12:20.221+05:30
joseph.hughes@example.com,male,timaru,bay of plenty,hughes,(073)-274-5046,1200900268,crazypeacock276,1394516527,2023-01-28T17:12:20.221+05:30
annabelle.turner@example.com,female,nelson,bay of plenty,turner,(818)-754-1250,1392372224,organicbutterfly931,689470541,2023-01-28T17:12:20.221+05:30
theodore.hall@example.com,male,palmerston north,west coast,hall,(131)-611-7276,959011031,organiclion356,64446035,2023-01-28T17:12:20.221+05:30
arlo.chen@example.com,male,blenheim,southland,chen,(755)-307-4982,1308153863,tinyfrog643,897607353,2023-01-28T17:12:20.221+05:30
hugo.wang@example.com,male,timaru,waikato,wang,(899)-331-4343,1313420099,lazypeacock950,900336069,2023-01-28T17:12:20.221+05:30
james.wilson@example.com,male,wellington,hawke's bay,wilson,(387)-961-7599,1027191111,lazyfrog850,341288275,2023-01-28T17:12:20.221+05:30
ayla.jones@example.com,female,whangarei,southland,jones,(262)-192-3737,984914860,tinyladybug481,1138757115,2023-01-28T17:12:20.221+05:30
finn.cooper@example.com,male,wellington,tasman,cooper,(564)-052-2932,1193770350,goldencat479,1057700621,2023-01-28T17:12:20.221+05:30
dylan.chen@example.com,male,greymouth,manawatu-wanganui,chen,(704)-113-6063,1291353103,purplebutterfly218,183669659,2023-01-28T17:12:20.221+05:30
zachary.lewis@example.com,male,wellington,manawatu-wanganui,lewis,(779)-744-5991,1049975410,goldengorilla617,430029737,2023-01-28T17:12:20.221+05:30
max.lewis@example.com,male,masterton,southland,lewis,(261)-254-6443,1052022679,purplepanda813,632935697,2023-01-28T17:12:20.221+05:30
charlie.moore@example.com,male,lower hutt,west coast,moore,(118)-816-1638,1362565598,tinybutterfly368,568516855,2023-01-28T17:12:20.221+05:30
nathan.king@example.com,male,dunedin,auckland,king,(771)-240-2393,1406407349,greenostrich427,280625923,2023-01-28T17:12:20.221+05:30
toby.white@example.com,male,greymouth,taranaki,white,(729)-457-1268,1216941626,redladybug625,1081842260,2023-01-28T17:12:20.221+05:30
emily.lee@example.com,female,greymouth,nelson,lee,(521)-339-1291,1375858609,tinymouse131,915801220,2023-01-28T17:12:20.221+05:30
ellie.patel@example.com,female,upper hutt,taranaki,patel,(639)-684-3449,1384534118,brownrabbit174,1339602801,2023-01-28T17:12:20.221+05:30
james.clarke@example.com,male,hastings,hawke's bay,clarke,(372)-991-0059,1289618517,organicladybug184,44974325,2023-01-28T17:12:20.221+05:30
rose.white@example.com,female,hamilton,taranaki,white,(718)-924-5441,1385055418,tinyfrog553,1266570183,2023-01-28T17:12:20.221+05:30
ella.martin@example.com,female,hastings,auckland,martin,(358)-615-2475,1404949723,orangecat930,1084017430,2023-01-28T17:12:20.221+05:30
luke.king@example.com,male,christchurch,marlborough,king,(847)-495-5816,971588784,redswan721,437396609,2023-01-28T17:12:20.221+05:30
cooper.li@example.com,male,wellington,hawke's bay,li,(072)-475-0265,1084740223,smallbear549,909719361,2023-01-28T17:12:20.221+05:30
nina.johnson@example.com,female,lower hutt,taranaki,johnson,(979)-584-9486,1399849377,brownfrog114,780456483,2023-01-28T17:12:20.221+05:30
jasper.cooper@example.com,male,christchurch,auckland,cooper,(432)-127-3979,954476016,organictiger883,1435226874,2023-01-28T17:12:20.221+05:30
thea.taylor@example.com,female,hastings,canterbury,taylor,(913)-781-0610,954899325,tinytiger636,291045441,2023-01-28T17:12:20.221+05:30
jaxon.jones@example.com,male,timaru,northland,jones,(911)-169-0288,1251802205,ticklishcat442,1161880077,2023-01-28T17:12:20.221+05:30
abigail.edwards@example.com,female,masterton,canterbury,edwards,(929)-246-9725,1191874513,beautifulsnake556,676307939,2023-01-28T17:12:20.221+05:30
ivy.robinson@example.com,female,palmerston north,taranaki,robinson,(079)-818-3820,1119375485,whitegoose751,1218473516,2023-01-28T17:12:20.221+05:30
harry.jackson@example.com,male,rotorua,marlborough,jackson,(302)-720-0432,1050878556,beautifulkoala966,351818292,2023-01-28T17:12:20.221+05:30
aurora.taylor@example.com,female,nelson,marlborough,taylor,(668)-961-5672,1086225097,bluegorilla614,708145256,2023-01-28T17:12:20.221+05:30
matthew.evans@example.com,male,new plymouth,gisborne,evans,(529)-187-1779,1315875152,greenelephant880,1109545764,2023-01-28T17:12:20.221+05:30
eli.hall@example.com,male,gisborne,taranaki,hall,(858)-597-5775,1041148735,beautifullion589,1177727885,2023-01-28T17:12:20.221+05:30
piper.jones@example.com,female,upper hutt,marlborough,jones,(947)-184-1096,1372900119,bluefrog334,485433052,2023-01-28T17:12:20.221+05:30
vincent.cooper@example.com,male,lower hutt,manawatu-wanganui,cooper,(238)-279-8624,1080995810,organicrabbit200,395824782,2023-01-28T17:12:20.221+05:30
joshua.smith@example.com,male,whangarei,southland,smith,(101)-747-9037,1209635986,redgoose618,126443321,2023-01-28T17:12:20.221+05:30
george.singh@example.com,male,rotorua,west coast,singh,(977)-641-5522,1297082161,blackgorilla291,245083146,2023-01-28T17:12:20.221+05:30
edward.cooper@example.com,male,palmerston north,marlborough,cooper,(357)-410-2083,948813079,crazydog428,815460573,2023-01-28T17:12:20.221+05:30
max.hall@example.com,male,christchurch,hawke's bay,hall,(018)-759-9970,1242306052,bigkoala467,486527498,2023-01-28T17:12:20.221+05:30
piper.turner@example.com,female,whanganui,otago,turner,(688)-316-2263,1047973704,lazybird793,362294542,2023-01-28T17:12:20.221+05:30
samantha.green@example.com,female,hastings,marlborough,green,(039)-100-3826,998420360,greenpanda729,21752027,2023-01-28T17:12:20.221+05:30
pippa.walker@example.com,female,hamilton,hawke's bay,walker,(154)-913-0488,1280376031,organicgoose946,460609909,2023-01-28T17:12:20.221+05:30
arthur.martin@example.com,male,gisborne,west coast,martin,(580)-628-6100,1200790345,blackgorilla445,128063847,2023-01-28T17:12:20.221+05:30
millie.white@example.com,female,hastings,nelson,white,(724)-290-0240,916570607,tinyladybug501,889831692,2023-01-28T17:12:20.221+05:30
ayla.li@example.com,female,dunedin,canterbury,li,(766)-590-0212,1088784088,crazyostrich347,1393628721,2023-01-28T17:12:20.221+05:30
amelia.thompson@example.com,female,napier,taranaki,thompson,(135)-039-8576,1098523032,goldencat491,175644113,2023-01-28T17:12:20.221+05:30
phoenix.wood@example.com,male,christchurch,canterbury,wood,(489)-589-8259,1279930059,tinyostrich536,593380071,2023-01-28T17:12:20.221+05:30
ethan.lewis@example.com,male,wellington,taranaki,lewis,(419)-188-9706,934357205,yellowgorilla830,170826862,2023-01-28T17:12:20.221+05:30
amber.lewis@example.com,female,whanganui,otago,lewis,(196)-232-3614,1299873557,tinymouse394,1054672706,2023-01-28T17:12:20.221+05:30
toby.taylor@example.com,male,whangarei,taranaki,taylor,(331)-330-9241,1300367789,brownmouse573,583480399,2023-01-28T17:12:20.221+05:30
summer.robinson@example.com,female,hastings,canterbury,robinson,(841)-459-7634,1404564575,yellowcat822,382048369,2023-01-28T17:12:20.221+05:30
ryder.green@example.com,male,napier,auckland,green,(704)-643-4137,1397324182,crazywolf452,1112784255,2023-01-28T17:12:20.221+05:30
james.lee@example.com,male,palmerston north,tasman,lee,(366)-805-0219,1266094192,redtiger717,64062794,2023-01-28T17:12:20.221+05:30
noah.brown@example.com,male,whangarei,gisborne,brown,(832)-390-5536,1155662989,ticklishostrich764,194947679,2023-01-28T17:12:20.221+05:30
sebastian.thomas@example.com,male,whanganui,northland,thomas,(513)-719-4676,990012430,bigostrich959,730218500,2023-01-28T17:12:20.221+05:30
aria.lewis@example.com,female,masterton,southland,lewis,(741)-181-9799,1179104246,crazyostrich839,455175256,2023-01-28T17:12:20.221+05:30
lilly.wood@example.com,female,porirua,taranaki,wood,(409)-509-3570,1031170343,orangerabbit646,1138931447,2023-01-28T17:12:20.221+05:30
